DISTRICT,YEAR,PRODUCTION,AREA,YIELD,GDD,HEAT_STRESS_DAYS,PRECIP,PET,P_MINUS_PET,TMEAN,TMX,TMN,DTR,VPD,RH,VAP_KPA,CROP
Khairpur,2014.0,343.13,101.28,3.39,2024.7001247406008,91.0,13.2,19.6,-6.4000006,21.183334,28.9,13.55,15.350001,0.0,100.0,11.3,WHEAT
Khairpur,2015.0,389.51,103.29,3.77,2122.6000986099243,91.0,23.7,19.900002,3.7999985,21.766668,29.483332,14.133334,15.349999,0.0,100.0,11.666667,WHEAT
Khairpur,2016.0,417.8,105.17,3.97,2279.500036239624,91.0,19.7,20.300001,-0.5999994,22.550001,30.266668,14.916667,15.350001,0.0,100.0,11.933333,WHEAT
Khairpur,2017.0,388.16,103.26,3.76,2339.800127029419,91.0,13.900001,20.4,-6.4999995,22.933334,30.650002,15.3,15.350001,0.0,100.0,12.433333,WHEAT
Khairpur,2018.0,379.73,102.0,3.72,2343.600091934204,91.0,19.4,20.6,-1.2000008,22.966667,30.683334,15.333333,15.349999,0.0,100.0,12.25,WHEAT
Khairpur,2019.0,378.74,105.44,3.59,2127.2001152038574,91.0,52.7,19.800001,32.899998,21.75,29.466667,14.116666,15.350001,0.0,100.0,11.583333,WHEAT
Khairpur,2020.0,375.69,107.75,3.49,2017.9000358581543,91.0,33.2,19.5,13.7,21.133333,28.85,13.5,15.349999,0.0,100.0,11.216667,WHEAT
Khairpur,2021.0,363.81,108.24,3.36,2210.900058746338,61.0,35.7,20.3,15.400002,22.25,29.966667,14.616668,15.350001,0.0,100.0,11.916667,WHEAT
Khairpur,2022.0,335.72,115.93,2.9,2375.30006313324,91.0,22.7,20.800001,1.8999996,23.133333,30.85,15.5,15.350001,0.0,100.0,12.316667,WHEAT
Khairpur,2023.0,418.06,111.46,3.75,2211.900099754333,91.0,20.300001,20.0,0.2999997,22.266668,29.983332,14.633334,15.350001,0.0,100.0,11.883334,WHEAT
Khairpur,2024.0,380.5,101.47,3.75,2197.500041007996,91.0,41.2,19.9,21.300001,22.1,29.816668,14.466667,15.350001,0.0,100.0,11.666667,WHEAT
Ghotki,2000.0,381.02,96.25,3.96,2086.3999605178838,91.0,13.5,19.400002,-5.9000006,21.483332,29.300001,13.683334,15.616666,0.0,100.0,11.55,WHEAT
Ghotki,2001.0,291.35,93.01,3.13,2076.000018119812,91.0,12.200001,19.400002,-7.2,21.483332,29.300001,13.683333,15.616668,0.0,100.0,11.3,WHEAT
Ghotki,2002.0,318.21,84.07,3.78,2140.1001014709477,91.0,14.0,19.4,-5.3999996,21.816668,29.616667,14.016666,15.600001,0.0,100.0,11.650001,WHEAT
Ghotki,2003.0,308.79,102.19,3.02,2044.2001218795776,91.0,28.5,19.1,9.4,21.300001,29.1,13.5,15.599999,0.0,100.0,11.55,WHEAT
Ghotki,2004.0,225.85,75.04,3.01,2185.900081634521,61.0,12.1,19.8,-7.6999993,22.033335,29.833334,14.233334,15.600001,0.0,100.0,11.916667,WHEAT
Ghotki,2005.0,253.32,78.54,3.23,1957.100121498108,91.0,35.6,18.800001,16.8,20.800001,28.6,13.0,15.599999,0.0,100.0,11.116668,WHEAT
Ghotki,2006.0,317.42,84.93,3.74,2023.9000453948972,91.0,30.199999,19.2,10.999998,21.233334,29.033333,13.433334,15.599999,0.0,100.0,11.200001,WHEAT
Ghotki,2007.0,328.52,90.59,3.63,2107.800086021424,91.0,57.8,19.4,38.4,21.666666,29.466667,13.866666,15.600001,0.0,100.0,11.7,WHEAT
Ghotki,2008.0,362.17,97.5,3.71,2039.100034713745,91.0,24.5,19.3,5.2,21.216667,29.016668,13.416667,15.600001,0.0,100.0,11.333333,WHEAT
Ghotki,2009.0,363.34,97.87,3.71,2193.300090789795,91.0,30.2,19.4,10.8,22.133333,29.933334,14.333333,15.600001,0.0,100.0,11.616668,WHEAT
Ghotki,2010.0,407.02,100.25,4.06,2270.900063514709,61.0,18.3,19.900002,-1.6,22.550001,30.35,14.75,15.600001,0.0,100.0,12.083333,WHEAT
Ghotki,2011.0,399.58,100.42,3.98,1958.4000549316409,91.0,29.6,19.1,10.5,20.833334,28.633333,13.033333,15.600001,0.0,100.0,11.116666,WHEAT
Ghotki,2012.0,356.55,99.81,3.57,1983.6000871658323,91.0,11.0,19.0,-8.0,20.916666,28.716667,13.116668,15.599999,0.0,100.0,11.183333,WHEAT
Ghotki,2013.0,393.63,101.75,3.87,1969.300092697144,91.0,44.6,19.0,25.600002,20.883333,28.683334,13.083333,15.600001,0.0,100.0,11.316667,WHEAT
Ghotki,2014.0,335.64,100.23,3.35,1927.500018119812,91.0,18.7,18.8,-0.099999905,20.65,28.449999,12.850001,15.599999,0.0,100.0,11.016666,WHEAT
Ghotki,2015.0,383.54,101.56,3.78,1933.9000635147092,91.0,31.2,18.9,12.3,20.716667,28.516668,12.916667,15.600001,0.0,100.0,11.3,WHEAT
Ghotki,2016.0,380.31,108.58,3.5,2118.2000007629395,91.0,22.7,19.4,3.3,21.666666,29.466667,13.866668,15.600001,0.0,100.0,11.650001,WHEAT
Ghotki,2017.0,394.78,107.9,3.66,2157.700098991394,91.0,12.2,19.5,-7.3000007,21.933334,29.733335,14.133334,15.600001,0.0,100.0,12.116666,WHEAT
Ghotki,2018.0,393.38,109.71,3.59,2208.900152206421,61.0,21.2,19.800001,1.4000006,22.216667,30.016668,14.416667,15.600001,0.0,100.0,11.95,WHEAT
Ghotki,2019.0,337.7,101.12,3.34,1978.3000974655151,91.0,54.0,19.0,35.0,20.933334,28.733332,13.133334,15.599999,0.0,100.0,11.283333,WHEAT
Ghotki,2020.0,373.62,111.92,3.34,1860.6000690460205,91.0,45.3,18.9,26.400002,20.266668,28.066666,12.466667,15.600001,0.0,100.0,10.916667,WHEAT
Ghotki,2021.0,288.81,108.22,2.67,2066.9000520706177,61.0,36.600002,19.5,17.1,21.449999,29.25,13.650001,15.600001,0.0,100.0,11.633334,WHEAT
Ghotki,2022.0,287.97,107.33,2.68,2206.5000524520874,91.0,14.3,19.8,-5.5,22.199999,30.0,14.400001,15.600001,0.0,100.0,11.983334,WHEAT
Ghotki,2023.0,390.73,112.7,3.47,2071.40007686615,91.0,28.5,19.2,9.3,21.483335,29.283333,13.683334,15.599999,0.0,100.0,11.599999,WHEAT
Ghotki,2024.0,347.24,98.91,3.51,2009.3000469207764,91.0,40.5,19.2,21.3,21.066668,28.866669,13.266667,15.599999,0.0,100.0,11.333333,WHEAT
Nawabshah,2000.0,335.28,76.24,4.4,2183.2000694274902,91.0,6.5,22.3,-15.799999,22.016668,31.133333,12.916667,18.216667,0.0,100.0,13.0,WHEAT
Nawabshah,2001.0,319.42,78.61,4.06,2155.600029945373,91.0,8.3,22.5,-14.2,21.916666,31.033333,12.816667,18.216667,0.0,100.0,12.45,WHEAT
Nawabshah,2002.0,341.1,86.78,3.93,2260.2001056671143,91.0,4.6,22.7,-18.1,22.483335,31.6,13.383334,18.216667,0.0,100.0,13.233334,WHEAT
Nawabshah,2003.0,253.64,76.43,3.32,2275.3000564575195,91.0,17.3,22.7,-5.3999996,22.583334,31.700003,13.483334,18.216667,0.0,100.0,13.366666,WHEAT
Nawabshah,2004.0,218.78,71.06,3.08,2267.7999877929688,91.0,7.0,22.7,-15.7,22.483332,31.6,13.383334,18.216667,0.0,100.0,13.350001,WHEAT
Nawabshah,2005.0,231.43,72.34,3.2,2136.6000623703003,91.0,17.5,22.1,-4.6000004,21.800001,30.916666,12.7,18.216667,0.0,100.0,12.683333,WHEAT
Nawabshah,2006.0,291.39,80.94,3.6,2151.6999826431274,119.0,30.900002,22.2,8.7,21.933334,31.050001,12.833333,18.216667,0.0,100.0,12.766666,WHEAT
Nawabshah,2007.0,260.88,71.52,3.65,2256.8000564575195,91.0,34.5,22.7,11.8,22.5,31.616667,13.400001,18.216667,0.0,100.0,13.366666,WHEAT
Nawabshah,2008.0,275.28,77.08,3.57,2117.700133323669,91.0,32.300003,22.2,10.1,21.650002,30.766668,12.55,18.216667,0.0,100.0,12.900001,WHEAT
Nawabshah,2009.0,320.1,81.18,3.94,2332.000102996826,119.0,13.400001,22.8,-9.4,22.900002,32.016666,13.8,18.216667,0.0,100.0,13.3,WHEAT
Nawabshah,2010.0,371.38,85.51,4.34,2425.000104904175,91.0,11.3,23.1,-11.8,23.4,32.516666,14.3,18.216667,0.0,100.0,13.75,WHEAT
Nawabshah,2011.0,306.99,76.67,4.0,2145.000082015991,91.0,13.900001,22.2,-8.3,21.866667,30.983332,12.766666,18.216667,0.0,100.0,12.75,WHEAT
Nawabshah,2012.0,313.19,82.52,3.8,2125.500022888184,91.0,4.1,22.2,-18.1,21.699999,30.816666,12.600001,18.216667,0.0,100.0,12.75,WHEAT
Nawabshah,2013.0,336.48,83.64,4.02,2186.0000019073486,91.0,35.9,22.4,13.499999,22.083334,31.199999,12.983334,18.216667,0.0,100.0,13.0,WHEAT
Nawabshah,2014.0,339.87,87.7,3.88,2063.500045776367,91.0,14.4,22.1,-7.7000003,21.4,30.516668,12.3,18.216665,0.0,100.0,12.483334,WHEAT
Nawabshah,2015.0,340.64,87.93,3.87,2262.4001388549805,91.0,17.2,22.7,-5.5,22.533335,31.65,13.433334,18.216665,0.0,100.0,12.933333,WHEAT
Nawabshah,2016.0,352.03,88.06,4.0,2307.000022888184,91.0,12.0,22.7,-10.700001,22.699999,31.816666,13.600001,18.216667,0.0,100.0,13.183334,WHEAT
Nawabshah,2017.0,320.91,84.38,3.8,2297.400079727173,91.0,14.0,22.900002,-8.9,22.699999,31.816666,13.599999,18.216667,0.0,100.0,13.650001,WHEAT
Nawabshah,2018.0,363.18,86.53,4.2,2310.000022888184,91.0,11.8,22.9,-11.099999,22.783333,31.900002,13.683333,18.216667,0.0,100.0,13.483334,WHEAT
Nawabshah,2019.0,367.58,88.95,4.13,2162.6000232696533,91.0,26.9,22.3,4.6,21.949999,31.066668,12.850001,18.21667,0.0,100.0,12.916667,WHEAT
Nawabshah,2020.0,398.39,91.77,4.34,2122.000020980835,91.0,16.7,22.3,-5.5999994,21.699999,30.816666,12.600001,18.216667,0.0,100.0,12.616666,WHEAT
Nawabshah,2021.0,317.48,91.13,3.48,2269.4000730514526,119.0,23.6,23.0,0.5999994,22.566666,31.683334,13.466667,18.216667,0.0,100.0,13.100001,WHEAT
Nawabshah,2022.0,356.73,85.41,4.18,2360.200090408325,91.0,30.900003,23.1,7.800001,23.050001,32.166668,13.950001,18.216667,0.0,100.0,13.583333,WHEAT
Nawabshah,2023.0,348.5,92.9,3.75,2258.500039100647,119.0,12.0,22.8,-10.8,22.516668,31.633333,13.416667,18.216667,0.0,100.0,13.116666,WHEAT
Nawabshah,2024.0,251.59,89.79,2.8,2334.900068283081,91.0,33.600002,22.7,10.9,22.85,31.966667,13.75,18.216667,0.0,100.0,13.066667,WHEAT
Jacobabad,2000.0,34.46,39.73,0.87,2164.900086402893,91.0,12.6,19.900002,-7.3,21.916666,29.683334,14.166667,15.516667,0.0,100.0,11.350001,WHEAT
Jacobabad,2001.0,101.36,13.26,7.64,2115.500022888184,91.0,15.2,19.8,-4.6,21.699999,29.466667,13.95,15.516667,0.0,100.0,11.099999,WHEAT
Jacobabad,2002.0,98.77,27.59,3.58,2212.80006313324,91.0,19.099998,19.900002,-0.80000067,22.216667,29.983335,14.466667,15.516666,0.0,100.0,11.400001,WHEAT
Jacobabad,2003.0,75.57,31.58,2.39,2176.800024032593,91.0,36.5,19.800001,16.7,22.033333,29.800001,14.283333,15.516667,0.0,100.0,11.283334,WHEAT
Jacobabad,2004.0,85.84,41.55,2.07,2270.7000007629395,61.0,17.1,20.300001,-3.2000008,22.5,30.266668,14.75,15.516666,0.0,100.0,11.599999,WHEAT
Jacobabad,2005.0,118.26,44.88,2.63,2044.600052833557,91.0,44.9,19.5,25.400002,21.283333,29.050001,13.533334,15.516667,0.0,100.0,10.966667,WHEAT
Jacobabad,2006.0,42.49,13.59,3.13,2051.300061225891,91.0,22.8,19.5,3.2999997,21.383333,29.150002,13.633334,15.516667,0.0,100.0,11.066667,WHEAT
Jacobabad,2007.0,36.75,13.67,2.69,2200.1000690460205,91.0,70.8,20.0,50.8,22.183334,29.950003,14.433333,15.516667,0.0,100.0,11.433334,WHEAT
Jacobabad,2008.0,37.6,14.01,2.68,2117.800045013428,91.0,23.800001,19.900002,3.8999991,21.65,29.416666,13.900001,15.516667,0.0,100.0,11.099999,WHEAT
Jacobabad,2009.0,39.35,16.26,2.42,2253.700151443481,91.0,41.2,20.0,21.199999,22.466667,30.233332,14.716667,15.516666,0.0,100.0,11.266666,WHEAT
Jacobabad,2010.0,50.9,17.1,2.98,2408.100091934204,91.0,23.2,20.7,2.5000002,23.300001,31.066666,15.55,15.516666,0.0,100.0,11.849999,WHEAT
Jacobabad,2011.0,47.47,17.68,2.68,2067.100096702576,91.0,46.8,19.7,27.100002,21.433334,29.200003,13.683334,15.516667,0.0,100.0,10.849999,WHEAT
Jacobabad,2012.0,16.87,7.3,2.31,2077.900040626526,91.0,18.2,19.6,-1.3999999,21.433334,29.200003,13.683334,15.516666,0.0,100.0,10.849999,WHEAT
Jacobabad,2013.0,91.39,33.07,2.76,2150.0000619888306,91.0,51.6,19.8,31.800001,21.883333,29.65,14.133334,15.516666,0.0,100.0,11.150001,WHEAT
Jacobabad,2014.0,63.79,29.68,2.15,2019.2000465393064,91.0,16.6,19.400002,-2.8000007,21.15,28.916666,13.400001,15.516667,0.0,100.0,10.849999,WHEAT
Jacobabad,2015.0,75.29,32.31,2.33,2128.6000366210938,91.0,36.8,19.800001,16.999998,21.800001,29.566666,14.05,15.516666,0.0,100.0,11.150001,WHEAT
Jacobabad,2016.0,81.92,31.92,2.57,2273.400068283081,91.0,25.0,20.2,4.8,22.516668,30.283335,14.766666,15.516667,0.0,100.0,11.383334,WHEAT
Jacobabad,2017.0,71.93,29.84,2.41,2343.400079727173,91.0,16.900002,20.5,-3.6000001,22.950003,30.716667,15.2,15.516667,0.0,100.0,11.8,WHEAT
Jacobabad,2018.0,79.4,32.06,2.48,2337.600067138672,91.0,26.2,20.6,5.6000004,22.933334,30.700003,15.183333,15.516667,0.0,100.0,11.716667,WHEAT
Jacobabad,2019.0,87.55,35.1,2.49,2127.400058746338,91.0,77.5,19.7,57.800003,21.75,29.516668,14.0,15.516666,0.0,100.0,11.083333,WHEAT
Jacobabad,2020.0,78.71,35.34,2.23,2017.80006313324,91.0,46.7,19.6,27.099998,21.133333,28.900002,13.383334,15.516667,0.0,100.0,10.716667,WHEAT
Jacobabad,2021.0,89.12,32.17,2.77,2211.000082969665,61.0,43.8,20.300001,23.499998,22.25,30.016668,14.5,15.516666,0.0,100.0,11.483334,WHEAT
Jacobabad,2022.0,86.43,27.59,3.13,2384.400040626526,91.0,18.4,20.7,-2.3000002,23.183334,30.950003,15.433333,15.516667,0.0,100.0,11.783333,WHEAT
Jacobabad,2023.0,119.69,38.14,3.14,2217.500093460083,91.0,32.9,20.0,12.900002,22.300001,30.066668,14.55,15.516666,0.0,100.0,11.466667,WHEAT
Jacobabad,2024.0,55.21,19.31,2.86,2200.4000244140625,91.0,54.5,19.8,34.7,22.116667,29.883333,14.366666,15.516666,0.0,100.0,11.100001,WHEAT
Kashmore,2000.0,110.7,11.99,9.23,2004.5999937057493,91.0,12.200001,19.1,-6.8999996,21.033333,29.25,12.833333,16.416666,0.0,100.0,11.483334,WHEAT
Kashmore,2001.0,60.25,29.71,2.03,2001.1000185012815,91.0,11.3,19.0,-7.700001,21.066668,29.316666,12.900001,16.416666,0.0,100.0,11.25,WHEAT
Kashmore,2002.0,65.64,16.72,3.93,2043.599995613098,91.0,11.900001,19.2,-7.2999997,21.283333,29.5,13.133334,16.366667,0.0,100.0,11.566667,WHEAT
Kashmore,2003.0,60.33,24.25,2.49,1980.3000831604004,91.0,27.500002,18.900002,8.6,20.95,29.166666,12.8,16.366667,0.0,100.0,11.466667,WHEAT
Kashmore,2004.0,60.94,24.37,2.5,2143.800092697144,61.0,12.0,19.5,-7.5,21.800001,30.016668,13.650001,16.366667,0.0,100.0,11.816667,WHEAT
Kashmore,2005.0,60.72,24.36,2.49,1878.5001373291016,91.0,32.100002,18.6,13.5,20.366667,28.583334,12.216667,16.366667,0.0,100.0,11.0,WHEAT
Kashmore,2006.0,106.21,33.39,3.18,1886.000036239624,61.0,28.300001,18.800001,9.500001,20.466667,28.683334,12.316667,16.366667,0.0,100.0,11.133334,WHEAT
Kashmore,2007.0,88.81,32.62,2.72,2029.4001598358157,91.0,51.8,19.2,32.600002,21.233335,29.449999,13.083333,16.366667,0.0,100.0,11.633334,WHEAT
Kashmore,2008.0,94.25,34.02,2.77,1942.1000690460205,91.0,23.900002,19.1,4.7999997,20.683334,28.9,12.533333,16.366667,0.0,100.0,11.25,WHEAT
Kashmore,2009.0,95.53,35.76,2.67,2112.2000675201416,91.0,26.0,19.2,6.8,21.683334,29.900002,13.533334,16.366667,0.0,100.0,11.533333,WHEAT
Kashmore,2010.0,112.8,36.96,3.05,2204.700126647949,61.0,15.9,19.800001,-3.9,22.183334,30.4,14.033334,16.366667,0.0,100.0,12.0,WHEAT
Kashmore,2011.0,103.98,38.09,2.73,1907.8000650405884,91.0,25.5,18.900002,6.5999994,20.550001,28.766668,12.400001,16.366667,0.0,100.0,11.05,WHEAT
Kashmore,2012.0,77.22,29.15,2.65,1911.1000690460205,91.0,9.3,18.7,-9.400001,20.516668,28.733332,12.366668,16.366667,0.0,100.0,11.099999,WHEAT
Kashmore,2013.0,102.23,35.82,2.85,1941.8000192642207,91.0,41.2,19.0,22.2,20.733334,28.950003,12.583333,16.366667,0.0,100.0,11.233334,WHEAT
Kashmore,2014.0,98.79,35.06,2.82,1860.9000797271729,61.0,18.1,18.7,-0.6000004,20.283335,28.5,12.133334,16.366667,0.0,100.0,10.933333,WHEAT
Kashmore,2015.0,89.95,35.77,2.51,1936.7001314163208,91.0,29.7,18.9,10.8,20.733334,28.950003,12.583333,16.366667,0.0,100.0,11.216667,WHEAT
Kashmore,2016.0,87.39,35.95,2.43,2084.800045013428,91.0,19.3,19.300001,-7.1525574e-07,21.483332,29.700003,13.333333,16.366667,0.0,100.0,11.566667,WHEAT
Kashmore,2017.0,110.54,34.74,3.18,2120.900043487549,91.0,13.2,19.4,-6.2000003,21.733332,29.950003,13.583333,16.366667,0.0,100.0,12.033334,WHEAT
Kashmore,2018.0,106.18,35.53,2.99,2121.6000185012817,61.0,19.1,19.5,-0.39999962,21.733332,29.949999,13.583333,16.366667,0.0,100.0,11.883334,WHEAT
Kashmore,2019.0,86.1,35.87,2.4,1906.0000505447388,91.0,42.9,18.7,24.2,20.533335,28.75,12.383334,16.366667,0.0,100.0,11.2,WHEAT
Kashmore,2020.0,91.05,37.97,2.4,1854.4000730514529,91.0,44.6,18.7,25.9,20.233334,28.450003,12.083333,16.366667,0.0,100.0,10.8,WHEAT
Kashmore,2021.0,103.19,34.68,2.98,2048.900040626526,61.0,32.3,19.4,12.9,21.35,29.566668,13.200001,16.366667,0.0,100.0,11.55,WHEAT
Kashmore,2022.0,121.59,41.9,2.9,2164.200147628784,91.0,13.2,19.8,-6.6000004,21.966667,30.183334,13.816667,16.366667,0.0,100.0,11.883334,WHEAT
Kashmore,2023.0,115.51,40.22,2.87,2026.4000158309937,91.0,26.7,19.2,7.5,21.233334,29.449999,13.083333,16.366667,0.0,100.0,11.516666,WHEAT
Kashmore,2024.0,64.84,35.11,1.85,1958.300081253052,91.0,34.5,18.900002,15.599999,20.783335,29.0,12.633334,16.366667,0.0,100.0,11.233334,WHEAT
Larkana,2000.0,132.03,56.95,2.32,2155.9000520706177,91.0,12.099999,20.0,-7.9000006,21.866669,29.833334,13.966667,15.866666,0.0,100.0,11.633334,WHEAT
Larkana,2001.0,188.59,53.13,3.55,2109.5,91.0,11.8,20.0,-8.2,21.666666,29.633333,13.766667,15.866666,0.0,100.0,11.416667,WHEAT
Larkana,2002.0,180.78,48.18,3.75,2206.800097465515,91.0,12.900001,20.1,-7.2,22.183334,30.15,14.283333,15.866666,0.0,100.0,11.766666,WHEAT
Larkana,2003.0,176.1,53.12,3.32,2170.800001144409,91.0,32.2,20.0,12.2,22.0,29.966667,14.099999,15.866666,0.0,100.0,11.633334,WHEAT
Larkana,2004.0,145.23,65.81,2.21,2264.700035095215,61.0,13.9,20.400002,-6.500001,22.466667,30.433334,14.566667,15.866668,0.0,100.0,11.950001,WHEAT
Larkana,2005.0,171.05,66.15,2.59,2038.6000299453733,91.0,34.2,19.5,14.7,21.25,29.216667,13.349999,15.866668,0.0,100.0,11.283333,WHEAT
Larkana,2006.0,125.45,39.14,3.2,2045.2000951766968,91.0,27.6,19.7,7.8999996,21.35,29.316666,13.450001,15.866666,0.0,100.0,11.383334,WHEAT
Larkana,2007.0,112.12,37.68,2.98,2194.100160598755,91.0,64.0,19.900002,44.1,22.150002,30.116669,14.25,15.866668,0.0,100.0,11.766666,WHEAT
Larkana,2008.0,114.84,39.21,2.93,2111.800079345703,91.0,26.5,19.9,6.6,21.616667,29.583334,13.716667,15.866666,0.0,100.0,11.400001,WHEAT
Larkana,2009.0,120.72,43.08,2.8,2247.700128555298,91.0,32.4,20.2,12.2,22.433334,30.400002,14.533334,15.866668,0.0,100.0,11.716667,WHEAT
Larkana,2010.0,158.45,47.33,3.35,2402.100011825561,91.0,19.9,20.8,-0.9000001,23.266668,31.233335,15.366668,15.866666,0.0,100.0,12.150001,WHEAT
Larkana,2011.0,160.56,46.38,3.46,2055.0001077651978,91.0,34.0,19.8,14.200001,21.366669,29.333334,13.466667,15.866666,0.0,100.0,11.233334,WHEAT
Larkana,2012.0,144.36,45.01,3.21,2071.9000749588013,91.0,12.200001,19.7,-7.4999995,21.400002,29.366669,13.5,15.866668,0.0,100.0,11.216667,WHEAT
Larkana,2013.0,154.64,47.04,3.29,2140.9000844955444,91.0,46.199997,20.0,26.199999,21.833334,29.800001,13.933334,15.866666,0.0,100.0,11.466667,WHEAT
Larkana,2014.0,119.09,44.97,2.65,2012.9000520706177,91.0,13.8,19.6,-5.7999997,21.116667,29.083334,13.216667,15.866666,0.0,100.0,11.166667,WHEAT
Larkana,2015.0,138.19,49.52,2.79,2119.6001167297363,91.0,27.7,20.0,7.7,21.75,29.716667,13.849999,15.866666,0.0,100.0,11.466667,WHEAT
Larkana,2016.0,138.01,50.0,2.76,2267.4001026153564,91.0,20.900002,20.2,0.69999933,22.483332,30.449999,14.583333,15.866666,0.0,100.0,11.7,WHEAT
Larkana,2017.0,167.37,52.24,3.2,2334.3001022338867,91.0,13.900001,20.5,-6.6000004,22.9,30.866667,15.0,15.866666,0.0,100.0,12.116666,WHEAT
Larkana,2018.0,199.77,52.03,3.84,2334.600112915039,91.0,22.4,20.7,1.6999989,22.916666,30.883333,15.016666,15.866666,0.0,100.0,12.016666,WHEAT
Larkana,2019.0,170.26,50.6,3.36,2121.4000930786133,91.0,65.100006,19.800001,45.3,21.716667,29.683334,13.816667,15.866666,0.0,100.0,11.400001,WHEAT
Larkana,2020.0,182.54,55.83,3.27,2011.8000974655151,91.0,34.7,19.7,14.999999,21.1,29.066666,13.2,15.866666,0.0,100.0,11.05,WHEAT
Larkana,2021.0,188.47,53.9,3.5,2205.1000032424927,61.0,39.7,20.5,19.2,22.216667,30.183334,14.316667,15.866668,0.0,100.0,11.8,WHEAT
Larkana,2022.0,242.5,56.92,4.26,2372.300024032593,91.0,25.900002,20.900002,5.0,23.116667,31.083334,15.216667,15.866666,0.0,100.0,12.133334,WHEAT
Larkana,2023.0,203.91,57.18,3.57,2208.8000841140747,91.0,24.100002,20.2,3.9000015,22.25,30.216667,14.350001,15.866668,0.0,100.0,11.783333,WHEAT
Larkana,2024.0,196.22,60.06,3.27,2191.3000469207764,91.0,48.600002,19.9,28.7,22.066666,30.033335,14.166667,15.866666,0.0,100.0,11.45,WHEAT
Sanghar,2000.0,370.9,105.03,3.53,2207.7001037597656,91.0,4.1000004,22.4,-18.300001,22.15,31.416666,12.883334,18.533335,0.0,100.0,12.683334,WHEAT
Sanghar,2001.0,416.19,122.52,3.4,2187.600124359131,91.0,7.0,22.5,-15.5,22.1,31.366667,12.833333,18.533333,0.0,100.0,12.183334,WHEAT
Sanghar,2002.0,415.36,95.95,4.33,2245.500045776367,91.0,2.6000001,22.6,-20.0,22.4,31.666666,13.133334,18.533335,0.0,100.0,12.916667,WHEAT
Sanghar,2003.0,445.84,103.08,4.33,2206.400081634521,91.0,14.000001,22.5,-8.5,22.199999,31.466667,12.933333,18.533335,0.0,100.0,13.016667,WHEAT
Sanghar,2004.0,345.45,111.72,3.09,2280.300035476685,91.0,4.3,22.7,-18.400002,22.550001,31.816666,13.283333,18.533335,0.0,100.0,13.05,WHEAT
Sanghar,2005.0,367.58,116.32,3.16,2110.000075340271,91.0,13.5,22.1,-8.6,21.650002,30.916666,12.383334,18.533333,0.0,100.0,12.350001,WHEAT
Sanghar,2006.0,447.38,119.31,3.75,2127.800094604492,119.0,29.2,22.1,7.1,21.800001,31.066668,12.533333,18.533335,0.0,100.0,12.433333,WHEAT
Sanghar,2007.0,450.55,121.4,3.71,2224.6001586914062,91.0,31.800001,22.5,9.300001,22.316668,31.583334,13.05,18.533335,0.0,100.0,13.0,WHEAT
Sanghar,2008.0,451.27,121.75,3.71,2136.3000564575195,91.0,28.5,22.3,6.200001,21.75,31.016668,12.483334,18.533335,0.0,100.0,12.55,WHEAT
Sanghar,2009.0,455.19,123.7,3.68,2329.4000930786133,119.0,9.5,22.7,-13.200001,22.883333,32.15,13.616668,18.533335,0.0,100.0,12.95,WHEAT
Sanghar,2010.0,501.69,125.73,3.99,2367.299997329712,91.0,9.5,23.0,-13.500001,23.083334,32.350002,13.816667,18.533333,0.0,100.0,13.416667,WHEAT
Sanghar,2011.0,302.75,81.98,3.69,2120.6000757217407,91.0,10.700001,22.300001,-11.6,21.733332,31.0,12.466667,18.533335,0.0,100.0,12.416667,WHEAT
Sanghar,2012.0,346.68,108.23,3.2,2138.200156211853,91.0,2.3,22.1,-19.800001,21.766668,31.033335,12.5,18.533335,0.0,100.0,12.400001,WHEAT
Sanghar,2013.0,391.75,106.29,3.69,2155.600029945373,91.0,31.800001,22.2,9.6,21.916666,31.183334,12.650001,18.533335,0.0,100.0,12.650001,WHEAT
Sanghar,2014.0,373.52,102.19,3.66,2077.4000749588013,91.0,13.6,22.0,-8.4,21.483335,30.75,12.216667,18.533335,0.0,100.0,12.150001,WHEAT
Sanghar,2015.0,367.64,108.35,3.39,2156.700053215027,91.0,15.3,22.2,-6.8999996,21.949999,31.21667,12.683334,18.533335,0.0,100.0,12.600001,WHEAT
Sanghar,2016.0,355.48,111.42,3.19,2279.000093460083,91.0,10.8,22.7,-11.9,22.550001,31.816668,13.283334,18.533335,0.0,100.0,12.850001,WHEAT
Sanghar,2017.0,348.09,100.17,3.47,2307.2000675201416,91.0,10.1,22.900002,-12.800001,22.766668,32.033337,13.5,18.533335,0.0,100.0,13.3,WHEAT
Sanghar,2018.0,334.07,94.01,3.55,2332.000104904175,119.0,8.7,23.0,-14.300001,22.900002,32.166668,13.633334,18.533335,0.0,100.0,13.133334,WHEAT
Sanghar,2019.0,359.37,112.38,3.2,2146.300024032593,91.0,22.1,22.2,-0.09999943,21.866667,31.133333,12.600001,18.533335,0.0,100.0,12.55,WHEAT
Sanghar,2020.0,360.42,110.15,3.27,2100.100114822388,91.0,14.8,22.1,-7.2999997,21.583334,30.85,12.316667,18.533333,0.0,100.0,12.3,WHEAT
Sanghar,2021.0,318.87,113.48,2.81,2265.800061225891,119.0,20.900002,22.8,-1.8999996,22.550001,31.816666,13.283334,18.533335,0.0,100.0,12.766667,WHEAT
