DISTRICT,YEAR,PRODUCTION,AREA,YIELD,GDD,HEAT_STRESS_DAYS,PRECIP,PET,TMEAN,DTR,CROP,GDD_lag1,GDD_roll3_mean,HEAT_STRESS_DAYS_lag1,HEAT_STRESS_DAYS_roll3_mean,PRECIP_lag1,PRECIP_roll3_mean,PET_lag1,PET_roll3_mean,TMEAN_lag1,TMEAN_roll3_mean,YIELD_lag1,YIELD_lag2,YIELD_lag3,AREA_lag1,YIELD_roll3_mean,YIELD_roll3_std,AREA_roll3_mean,YEAR_INDEX
Badin,2003,64.73,7.29,8.87,3056.60013961792,184.0,317.8,38.9,31.616669,10.783334,COTTON,3140.1001052856445,3087.733414967855,184.0,184.0,47.2,107.69999833333333,39.300003,38.966667666666666,32.06667,31.783335000000005,4.62,19.35,10.91,16.97,11.626666666666667,7.391105014362423,11.926666666666668,3
Badin,2004,20.26,4.75,4.27,3074.800151824951,184.0,81.7,39.4,31.716667,10.783334,COTTON,3056.60013961792,3085.6000741322837,184.0,184.0,317.8,164.09999833333333,38.9,38.966667666666666,31.616669,31.772224000000005,8.87,4.62,19.35,7.29,10.946666666666667,7.581400486277806,10.296666666666665,4
Badin,2005,19.19,5.68,3.38,3065.200117111206,184.0,163.70001,39.100002,31.666666,10.783333,COTTON,3074.800151824951,3090.5001322428384,184.0,184.0,81.7,148.9,39.4,39.200001,31.716667,31.800002000000003,4.27,8.87,4.62,4.75,5.919999999999999,2.5607616054603772,9.67,5
Badin,2006,46.0,9.36,4.91,3103.3001976013184,184.0,351.1,39.100002,31.866669,10.783334,COTTON,3065.200117111206,3065.533469518026,184.0,184.0,163.70001,187.73333666666667,39.100002,39.133334,31.666666,31.666667333333333,3.38,4.27,8.87,5.68,5.506666666666665,2.946529031476415,5.906666666666666,6
Badin,2007,64.91,14.97,4.34,3096.3001747131348,184.0,275.4,39.4,31.833334,10.783334,COTTON,3103.3001976013184,3081.1001555124917,184.0,184.0,351.1,198.83333666666667,39.100002,39.20000133333333,31.866669,31.750000666666665,4.91,3.38,4.27,9.36,4.1866666666666665,0.7683965989860617,6.596666666666667,7
Badin,2008,90.48,13.57,6.67,3121.0000915527344,184.0,153.40001,39.5,31.966667,10.783334,COTTON,3096.3001747131348,3088.266829808553,184.0,184.0,275.4,263.40000333333336,39.4,39.20000133333334,31.833334,31.788889666666666,4.34,4.91,3.38,14.97,4.21,0.7732399368889408,10.003333333333332,8
Badin,2009,168.64,18.92,8.91,3210.100141525269,184.0,279.0,40.100002,32.45,10.783333,COTTON,3121.0000915527344,3106.8668212890625,184.0,184.0,153.40001,259.96666999999997,39.5,39.333334,31.966667,31.888890000000004,6.67,4.34,4.91,13.57,5.3066666666666675,1.2145918381634808,12.633333333333333,9
Badin,2010,190.16,19.58,9.71,3186.4001636505127,184.0,421.1,40.100002,32.31667,10.783334,COTTON,3210.100141525269,3142.466802597046,184.0,184.0,279.0,235.93333666666663,40.100002,39.66666733333333,32.45,32.08333366666667,8.91,6.67,4.34,18.92,6.640000000000001,2.2851476976335703,15.82,10
Badin,2011,44.43,19.49,2.28,3142.700117111206,184.0,141.8,39.6,32.083332,10.783334,COTTON,3186.4001636505127,3172.5001322428384,184.0,184.0,421.1,284.5000033333333,40.100002,39.900001333333336,32.31667,32.24444566666667,9.71,8.91,6.67,19.58,8.430000000000001,1.5758172482873782,17.356666666666666,11
Badin,2012,101.71,13.13,7.75,3094.0001640319824,184.0,197.1,39.4,31.816668,10.783334,COTTON,3142.700117111206,3179.7334740956626,184.0,184.0,141.8,280.6333333333333,39.6,39.93333466666667,32.083332,32.283333999999996,2.28,9.71,8.91,19.49,6.966666666666668,4.078435157426601,19.33,12
Badin,2013,132.87,20.88,6.36,3154.4001064300537,184.0,183.8,39.4,32.15,10.783334,COTTON,3094.0001640319824,3141.0334815979004,184.0,184.0,197.1,253.33333333333337,39.4,39.700000666666675,31.816668,32.07222333333333,7.75,2.28,9.71,13.13,6.580000000000001,3.850701234840223,17.4,13
Badin,2014,120.24,21.53,5.59,3200.3000469207764,184.0,100.0,40.4,32.399998,10.783333,COTTON,3154.4001064300537,3130.3667958577475,184.0,184.0,183.8,174.23333333333335,39.4,39.46666666666666,32.15,32.016666666666666,6.36,7.75,2.28,20.88,5.463333333333334,2.8431027651728233,17.833333333333332,14
Badin,2015,100.05,21.5,4.65,3225.900197982788,184.0,177.6,40.8,32.533337,10.783336,COTTON,3200.3000469207764,3149.5667724609375,184.0,184.0,100.0,160.29999999999998,40.4,39.73333333333333,32.399998,32.122222,5.59,6.36,7.75,21.53,6.566666666666666,1.0947297992351128,18.513333333333335,15
Badin,2016,88.98,19.58,4.54,3188.2001152038574,184.0,149.6,40.2,32.333332,10.783334,COTTON,3225.900197982788,3193.5334504445395,184.0,184.0,177.6,153.79999999999998,40.8,40.199999999999996,32.533337,32.361111666666666,4.65,5.59,6.36,21.5,5.533333333333334,0.8564072240081554,21.303333333333335,16
Badin,2017,50.37,11.28,4.46,3176.300012588501,184.0,172.0,40.100002,32.266666,10.783334,COTTON,3188.2001152038574,3204.800120035807,184.0,184.0,149.6,142.4,40.2,40.46666666666667,32.333332,32.42222233333333,4.54,4.65,5.59,19.58,4.926666666666667,0.5770904030854765,20.87,17
Badin,2018,21.88,5.53,3.96,3158.1000576019287,184.0,57.8,39.7,32.166668,10.783334,COTTON,3176.300012588501,3196.8001085917153,184.0,184.0,172.0,166.4,40.100002,40.36666733333333,32.266666,32.37777833333333,4.46,4.54,4.65,11.28,4.550000000000001,0.09539392014183364,17.453333333333333,18
Badin,2019,92.07,18.36,5.01,3185.00022315979,184.0,314.7,40.0,32.31667,10.783334,COTTON,3158.1000576019287,3174.2000617980957,184.0,184.0,57.8,126.46666666666665,39.7,40.00000066666667,32.166668,32.255555333333334,3.96,4.46,4.54,5.53,4.319999999999999,0.3143246729100777,12.13,19
Badin,2020,8.47,6.26,1.35,3172.8999996185303,184.0,541.2,40.0,32.25,10.783334,COTTON,3185.00022315979,3173.1334311167398,184.0,184.0,314.7,181.5,40.0,39.933334,32.31667,32.25000133333334,5.01,3.96,4.46,18.36,4.476666666666667,0.5251983752196498,11.723333333333334,20
Badin,2021,52.74,12.36,4.27,3169.9001655578613,184.0,194.3,39.9,32.233334,10.783333,COTTON,3172.8999996185303,3172.000093460083,184.0,184.0,541.2,304.56666666666666,40.0,39.900000000000006,32.25,32.244446,1.35,5.01,3.96,6.26,3.4399999999999995,1.8845954473042827,10.049999999999999,21
Badin,2022,42.47,12.64,3.36,3120.200092315674,184.0,482.80002,39.9,31.966667,10.783334,COTTON,3169.9001655578613,3175.933462778727,184.0,184.0,194.3,350.06666666666666,39.9,39.96666666666666,32.233334,32.266668,4.27,1.35,5.01,12.36,3.543333333333333,1.9351830232134017,12.326666666666666,22
Badin,2023,114.84,19.09,6.02,3179.100082397461,184.0,217.90001,39.800003,32.283333,10.783334,COTTON,3120.200092315674,3154.333419164022,184.0,184.0,482.80002,406.10000666666673,39.9,39.93333333333334,31.966667,32.15000033333333,3.36,4.27,1.35,12.64,2.9933333333333327,1.4941329704324724,10.42,23
Badin,2024,60.66,4.43,13.68,3293.0001068115234,184.0,347.2,40.600002,32.9,10.783333,COTTON,3179.100082397461,3156.4001134236655,184.0,184.0,217.90001,298.33334333333335,39.800003,39.866667666666665,32.283333,32.16111133333333,6.02,3.36,4.27,19.09,4.55,1.3519245541079672,14.696666666666667,24
Badin,2003,470.29,81.52,5.77,6282.600162506104,142.57500553131104,318.0,49.9,30.737501,12.0625,RICE,6384.10013961792,6332.7334721883135,152.67502975463867,145.88335704803467,49.2,109.26666666666667,50.300003,50.03333433333333,31.150002,30.94166766666667,2.96,8.43,2.68,109.97,4.69,3.2419592841366778,93.91000000000001,3
Badin,2004,106.54,58.53,1.82,6342.800220489502,142.47500610351562,81.9,50.5,30.987501,12.0625,RICE,6282.600162506104,6321.600116093953,142.57500553131104,146.16667652130127,318.0,165.66666666666666,49.9,50.000001,30.737501,30.89583466666667,5.77,2.96,8.43,81.52,5.72,2.7353427573157996,77.73666666666666,4
Badin,2005,128.43,60.66,2.12,6267.200162887573,146.35000610351562,166.20001,50.0,30.675001,12.0625,RICE,6342.800220489502,6336.500174204509,142.47500610351562,145.90834712982178,81.9,149.70000000000002,50.5,50.233334333333325,30.987501,30.95833466666667,1.82,5.77,2.96,58.53,3.516666666666666,2.032986309184923,83.33999999999999,5
Badin,2006,80.82,61.83,1.31,6302.300231933594,149.52501773834229,365.7,49.9,30.8125,12.0625,RICE,6267.200162887573,6297.533515294393,146.35000610351562,143.80000591278076,166.20001,188.70000333333334,50.0,50.133333333333326,30.675001,30.800000999999998,2.12,1.82,5.77,60.66,3.236666666666667,2.199052826408073,66.90333333333332,6
Badin,2007,148.33,58.54,2.53,6397.300254821777,147.07502365112305,275.69998,50.800003,31.212502,12.0625,RICE,6302.300231933594,6304.100205103557,149.52501773834229,146.11667664845785,365.7,204.60000333333332,49.9,50.13333333333333,30.8125,30.825000666666668,1.31,2.12,1.82,61.83,1.75,0.4095119045888724,60.339999999999996,7
Badin,2008,272.84,80.83,3.38,6344.000102996826,157.90000534057617,171.3,50.5,30.9875,12.0625,RICE,6397.300254821777,6322.2668832143145,147.07502365112305,147.65001583099365,275.69998,269.19999666666666,50.800003,50.233334333333325,31.212502,30.900001000000003,2.53,1.31,2.12,58.54,1.9866666666666666,0.6208327740489693,60.343333333333334,8
Badin,2009,256.85,82.23,3.12,6445.100141525269,170.9000120162964,279.3,51.100002,31.400002,12.0625,RICE,6344.000102996826,6347.866863250732,157.90000534057617,151.5000155766805,171.3,270.8999933333333,50.5,50.400000999999996,30.9875,31.00416733333333,3.38,2.53,1.31,80.83,2.4066666666666667,1.0404966762721242,67.06666666666666,9
Badin,2010,319.84,12.92,24.76,6460.400197982788,158.10003566741943,425.7,51.4,31.462502,12.062501,RICE,6445.100141525269,6395.466833114624,170.9000120162964,158.62501366933188,279.3,242.09999333333334,51.100002,50.80000166666667,31.400002,31.200001333333333,3.12,3.38,2.53,82.23,3.0100000000000002,0.4355456348076554,73.86666666666667,10
Badin,2011,25.21,16.34,1.54,6416.700151443481,157.90003490447998,142.2,50.7,31.2875,12.062501,RICE,6460.400197982788,6416.500147501628,158.10003566741943,162.300017674764,425.7,292.09999999999997,51.4,51.000000666666665,31.462502,31.283334666666665,24.76,3.12,3.38,12.92,10.42,12.419484691403264,58.66,11
Badin,2012,263.59,62.48,4.22,6299.000221252441,149.55001735687256,197.40001,50.2,30.800001,12.062501,RICE,6416.700151443481,6440.733496983846,157.90003490447998,162.3000275293986,142.2,282.40000000000003,50.7,51.066667333333335,31.2875,31.38333466666667,1.54,24.76,3.12,16.34,9.806666666666667,12.974040748099004,37.163333333333334,12
Badin,2013,329.98,79.95,4.13,6365.400129318237,159.32504081726074,202.90001,50.300003,31.075,12.062501,RICE,6299.000221252441,6392.03352355957,149.55001735687256,155.18336264292398,197.40001,255.10000333333332,50.2,50.76666666666667,30.800001,31.183334333333335,4.22,1.54,24.76,62.48,10.173333333333334,12.70329616018352,30.58,13
Badin,2014,437.64,112.1,3.9,6447.300092697144,167.22498226165771,114.6,51.5,31.4125,12.0625,RICE,6365.400129318237,6360.36683400472,159.32504081726074,155.5916976928711,202.90001,180.83334,50.300003,50.400000999999996,31.075,31.054167000000003,4.13,4.22,1.54,79.95,3.296666666666667,1.5219833551433184,52.923333333333325,14
Badin,2015,460.33,115.29,3.99,6511.900163650513,169.52503490447998,181.8,52.100002,31.675001,12.062501,RICE,6447.300092697144,6370.566814422607,167.22498226165771,158.70001347859701,114.6,171.63334,51.5,50.66666766666666,31.4125,31.095833666666664,3.9,4.13,4.22,112.1,4.083333333333333,0.16502525059309267,84.84333333333332,15
Badin,2016,540.34,139.68,3.87,6393.200172424316,153.2500467300415,150.0,51.1,31.1875,12.062501,RICE,6511.900163650513,6441.533461888631,169.52503490447998,165.3583526611328,181.8,166.4333366666667,52.100002,51.30000166666667,31.675001,31.387500333333335,3.99,3.9,4.13,115.29,4.006666666666667,0.1159022576713371,102.44666666666667,16
Badin,2017,579.03,153.46,3.77,6423.300058364868,157.17504692077637,172.20001,51.2,31.3125,12.062501,RICE,6393.200172424316,6450.800142923991,153.2500467300415,163.33335463205972,150.0,148.79999999999998,51.1,51.566667333333335,31.1875,31.425000333333333,3.87,3.99,3.9,139.68,3.92,0.06244997998382184,122.35666666666668,17
Badin,2018,423.21,109.49,3.87,6435.100103378296,153.42504692077637,58.100002,50.9,31.362501,12.062501,RICE,6423.300058364868,6442.800131479899,157.17504692077637,159.98337618509927,172.20001,168.00000333333332,51.2,51.46666733333333,31.3125,31.391667,3.77,3.87,3.99,153.46,3.8766666666666665,0.11015141094563029,136.14333333333335,18
Badin,2019,413.02,115.91,3.56,6417.000268936157,168.67504692077637,318.8,51.0,31.2875,12.062501,RICE,6435.100103378296,6417.20011138916,153.42504692077637,154.61671352386475,58.100002,126.76667066666668,50.9,51.06666666666666,31.362501,31.287500333333337,3.87,3.77,3.87,109.49,3.8366666666666664,0.05773502691878754,134.21,19
Badin,2020,383.37,101.25,3.79,6383.900022506714,159.42501163482666,544.60004,51.0,31.15,12.0625,RICE,6417.000268936157,6425.133476893107,168.67504692077637,159.7583802541097,318.8,183.03333733333332,51.0,51.03333333333334,31.2875,31.32083366666667,3.56,3.87,3.77,115.91,3.733333333333334,0.15821925715068044,126.28666666666668,20
Badin,2021,528.69,116.28,4.55,6431.9002113342285,164.02502918243408,195.1,51.100002,31.35,12.0625,RICE,6383.900022506714,6412.000131607056,159.42501163482666,160.50836849212646,544.60004,307.16668066666665,51.0,50.96666666666666,31.15,31.266667,3.79,3.56,3.87,101.25,3.74,0.16093476939424814,108.88333333333333,21
Badin,2022,384.45,125.68,3.06,6433.200160980225,143.8750410079956,485.6,51.4,31.362501,12.062501,RICE,6431.9002113342285,6410.9335009257,164.02502918243408,164.04169591267905,195.1,352.8333466666666,51.100002,51.033334,31.35,31.2625,4.55,3.79,3.56,116.28,3.9666666666666663,0.5181055233572724,111.14666666666666,22
Badin,2023,429.53,123.74,3.47,6429.100082397461,169.3750057220459,226.3,50.9,31.337502,12.0625,RICE,6433.200160980225,6416.333464940389,143.8750410079956,155.77502727508545,485.6,408.4333466666667,51.4,51.16666733333333,31.362501,31.287500333333337,3.06,4.55,3.79,125.68,3.7999999999999994,0.7450503338701218,114.40333333333335,23
Badin,2024,201.91,81.07,2.49,6570.000095367432,180.05001735687256,354.1,51.7,31.9125,12.0625,RICE,6429.100082397461,6431.400151570638,169.3750057220459,159.0916919708252,226.3,302.3333333333333,50.9,51.133334,31.337502,31.350001000000002,3.47,3.06,4.55,123.74,3.6933333333333334,0.7696969100453197,121.90000000000002,24
Badin,2003,1771.9,22.56,78.56,5532.900207519531,0.0,321.4,62.5,28.527275,13.227273,SUGARCANE,5656.300197601318,5580.5668748219805,0.0,0.0,50.8,110.36666666666666,62.9,62.56666666666666,28.881819,28.648486000000002,94.24,90.54,70.63,20.73,85.13666666666667,12.698623284960195,25.19666666666667,3
Badin,2004,1401.1,35.89,39.04,5696.500267028809,0.0,83.5,63.5,28.98182,13.227273,SUGARCANE,5532.900207519531,5584.333514531453,0.0,0.0,321.4,167.46666666666667,62.5,62.599999999999994,28.527275,28.672729,78.56,94.24,90.54,22.56,87.78000000000002,8.196267443171912,21.150000000000002,4
Badin,2005,2436.44,38.3,63.61,5451.900230407715,0.0,172.70001,62.300003,28.272728,13.227273,SUGARCANE,5696.500267028809,5628.566890716553,0.0,0.0,83.5,151.9,63.5,62.96666666666667,28.98182,28.79697133333333,39.04,78.56,94.24,35.89,70.61333333333333,28.445072215294758,26.393333333333334,5
Badin,2006,2059.48,39.62,51.98,5599.900243759155,0.0,376.80002,62.7,28.736364,13.227273,SUGARCANE,5451.900230407715,5560.433568318685,0.0,0.0,172.70001,192.53333666666666,62.300003,62.76666766666667,28.272728,28.593941,63.61,39.04,78.56,38.3,60.403333333333336,19.9541883656874,32.25,6
Badin,2007,3710.09,59.64,62.2,5654.80027961731,0.0,308.90002,63.5,28.900002,13.227273,SUGARCANE,5599.900243759155,5582.766913731893,0.0,0.0,376.80002,211.00001,62.7,62.83333433333333,28.736364,28.66363733333333,51.98,63.61,39.04,39.62,51.54333333333333,12.290819066821161,37.93666666666667,7
Badin,2008,2712.83,53.4,50.8,5591.900136947632,0.0,173.3,63.100002,28.654547,13.227273,SUGARCANE,5654.80027961731,5568.86691792806,0.0,0.0,308.90002,286.13335,63.5,62.83333433333333,28.900002,28.636364666666665,62.2,51.98,63.61,59.64,59.26333333333334,6.346828604376706,45.85333333333333,8
Badin,2009,2633.19,46.06,57.17,5815.800189971924,0.0,281.0,64.200005,29.372728,13.227273,SUGARCANE,5591.900136947632,5615.533553441365,0.0,0.0,173.3,286.33334666666667,63.100002,63.100000666666666,28.654547,28.763637666666664,50.8,62.2,51.98,53.4,54.99333333333333,6.268981841841189,50.88666666666666,9
Badin,2010,3553.5,56.84,62.51,5771.500244140625,0.0,430.30002,64.4,29.236364,13.227273,SUGARCANE,5815.800189971924,5687.500202178955,0.0,0.0,281.0,254.40000666666666,64.200005,63.60000233333333,29.372728,28.975759,57.17,50.8,62.2,46.06,56.723333333333336,5.713110652992332,53.03333333333333,10
Badin,2011,1891.96,37.17,50.89,5668.800197601318,0.0,146.20001,63.4,28.927275,13.227273,SUGARCANE,5771.500244140625,5726.400190353394,0.0,0.0,430.30002,294.8666733333334,64.4,63.90000233333334,29.236364,29.087879666666666,62.51,57.17,50.8,56.84,56.82666666666666,5.862544953630159,52.1,11
Badin,2012,1640.35,28.74,57.08,5495.900245666504,0.0,199.7,62.5,28.372728,13.227273,SUGARCANE,5668.800197601318,5752.033543904622,0.0,0.0,146.20001,285.83334333333335,63.4,64.00000166666666,28.927275,29.178789,50.89,62.51,57.17,37.17,56.85666666666666,5.816333323781781,46.69,12
Badin,2013,2663.9,45.61,58.4,5608.500141143799,0.0,210.1,62.9,28.745455,13.227274,SUGARCANE,5495.900245666504,5645.400229136149,0.0,0.0,199.7,258.7333433333333,62.5,63.43333333333334,28.372728,28.845455666666666,57.08,50.89,62.51,28.74,56.82666666666666,5.814140807835188,40.916666666666664,13
Badin,2014,2312.56,46.52,49.71,5619.900114059448,0.0,117.2,63.9,28.772728,13.227273,SUGARCANE,5608.500141143799,5591.06686147054,0.0,0.0,210.1,185.33333666666667,62.9,62.93333333333334,28.745455,28.681819333333333,58.4,57.08,50.89,45.61,55.45666666666667,4.009542783577011,37.17333333333333,14
Badin,2015,1674.81,40.91,40.94,5778.7002239227295,0.0,184.1,64.8,29.263636,13.227274,SUGARCANE,5619.900114059448,5574.76683362325,0.0,0.0,117.2,175.66666666666666,63.9,63.099999999999994,28.772728,28.630303666666666,49.71,58.4,57.08,46.52,55.06333333333333,4.6828659315994186,40.29,15
Badin,2016,2518.82,39.92,63.1,5755.800252914429,0.0,158.70001,64.2,29.154547,13.227274,SUGARCANE,5778.7002239227295,5669.033493041992,0.0,0.0,184.1,170.46666666666667,64.8,63.86666666666667,29.263636,28.927273000000003,40.94,49.71,58.4,40.91,49.68333333333334,8.730030545956568,44.346666666666664,16
Badin,2017,1992.01,42.59,46.77,5697.500082015991,0.0,174.0,64.0,29.018183,13.227274,SUGARCANE,5755.800252914429,5718.133530298869,0.0,0.0,158.70001,153.33333666666667,64.2,64.3,29.154547,29.063637,63.1,40.94,49.71,39.92,51.25,11.159977598543886,42.449999999999996,17
Badin,2018,750.99,16.3,46.07,5763.600162506104,0.0,58.600002,63.9,29.218182,13.227274,SUGARCANE,5697.500082015991,5744.000186284383,0.0,0.0,174.0,172.26667,64.0,64.33333333333333,29.018183,29.14545533333333,46.77,63.1,40.94,42.59,50.27,11.487118872894168,41.13999999999999,18
Badin,2019,747.03,14.54,51.38,5603.6003494262695,0.0,324.9,63.4,28.727272,13.227273,SUGARCANE,5763.600162506104,5738.966832478841,0.0,0.0,58.600002,130.43333733333333,63.9,64.03333333333333,29.218182,29.130304,46.07,46.77,63.1,16.3,51.98,9.636560589754069,32.93666666666667,19
Badin,2020,552.38,13.03,42.38,5622.300046920776,0.0,548.0,63.5,28.763636,13.227273,SUGARCANE,5603.6003494262695,5688.233531316121,0.0,0.0,324.9,185.833334,63.4,63.76666666666667,28.727272,28.987879000000003,51.38,46.07,46.77,14.54,48.07333333333333,2.884966782015842,24.47666666666667,20
Badin,2021,762.97,16.68,45.74,5793.6002197265625,0.0,204.7,64.4,29.30909,13.227273,SUGARCANE,5622.300046920776,5663.16685295105,0.0,0.0,548.0,310.50000066666666,63.5,63.6,28.763636,28.90303,42.38,51.38,46.07,13.03,46.60999999999999,4.524234741920622,14.623333333333333,21
Badin,2022,667.33,15.03,44.4,5797.900228500366,0.0,486.1,64.7,29.318182,13.227273,SUGARCANE,5793.6002197265625,5673.166872024536,0.0,0.0,204.7,359.2,64.4,63.76666666666667,29.30909,28.93333266666667,45.74,42.38,51.38,16.68,46.5,4.547878626348944,14.75,22
Badin,2023,712.53,13.14,54.24,5802.300140380859,0.0,228.4,64.0,29.336365,13.227273,SUGARCANE,5797.900228500366,5737.933498382568,0.0,0.0,486.1,412.93333333333334,64.7,64.2,29.318182,29.130302666666665,44.4,45.74,42.38,15.03,44.17333333333334,1.691429375804667,14.913333333333332,23
Badin,2024,2275.68,32.28,70.5,5835.900106430054,0.0,364.80002,64.5,29.4,13.227273,SUGARCANE,5802.300140380859,5797.93352953593,0.0,0.0,228.4,306.40000000000003,64.0,64.36666666666667,29.336365,29.321212333333335,54.24,44.4,45.74,13.14,48.126666666666665,5.3365282097385025,14.949999999999998,24
Badin,2003,72.69,24.58,2.96,2574.000102996826,119.0,8.0,27.1,24.233335,16.199999,WHEAT,2555.4001388549805,2502.7667853037515,91.0,91.0,1.1,2.4,26.9,26.8,24.116669,23.81111233333333,2.34,3.35,3.74,39.6,3.143333333333333,0.7225187425481316,31.546666666666667,3
Badin,2004,63.07,27.85,2.26,2574.2001152038574,120.0,2.0,27.0,24.166666,16.2,WHEAT,2574.000102996826,2532.8001149495444,119.0,100.33333333333333,8.0,4.0,27.1,26.96666666666667,24.233335,24.000002,2.96,2.34,3.35,24.58,2.8833333333333333,0.5093459858812407,31.10666666666667,4
Badin,2005,70.3,30.7,2.29,2444.0000553131104,91.0,9.0,26.5,23.5,16.2,WHEAT,2574.2001152038574,2567.866785685221,120.0,110.0,2.0,3.6999999999999997,27.0,27.0,24.166666,24.172223333333335,2.26,2.96,2.34,27.85,2.52,0.3831448812133599,30.676666666666666,5
Badin,2006,76.64,28.2,2.72,2456.200080871582,119.0,26.1,26.7,23.616667,16.2,WHEAT,2444.0000553131104,2530.733424504598,91.0,110.0,9.0,6.333333333333333,26.5,26.866666666666664,23.5,23.966667,2.29,2.26,2.96,30.7,2.5033333333333334,0.39576929306520603,27.709999999999997,6
Badin,2007,77.8,29.58,2.63,2564.3001403808594,119.0,31.300001,27.2,24.200003,16.199999,WHEAT,2456.200080871582,2491.46675046285,119.0,110.0,26.1,12.366666666666667,26.7,26.733333333333334,23.616667,23.761111,2.72,2.29,2.26,28.2,2.4233333333333333,0.25735837529276756,28.916666666666668,7
Badin,2008,93.06,33.14,2.81,2421.300104141236,91.0,24.600002,26.6,23.316668,16.199999,WHEAT,2564.3001403808594,2488.166758855184,119.0,109.66666666666667,31.300001,22.13333366666667,27.2,26.8,24.200003,23.77222333333333,2.63,2.72,2.29,29.58,2.5466666666666664,0.22678918257565275,29.49333333333333,8
Badin,2009,96.73,36.36,2.66,2651.400001525879,119.0,3.4,27.5,24.666666,16.2,WHEAT,2421.300104141236,2480.600108464559,91.0,109.66666666666667,24.600002,27.333334333333337,26.6,26.833333333333332,23.316668,23.711112666666665,2.81,2.63,2.72,33.14,2.72,0.08999999999999533,30.30666666666666,9
Badin,2010,112.25,37.44,3.0,2717.2000694274902,119.0,5.7000003,27.7,25.016668,16.2,WHEAT,2651.400001525879,2545.6667486826577,119.0,109.66666666666667,3.4,19.766667666666667,27.5,27.099999999999998,24.666666,24.06111233333333,2.66,2.81,2.63,36.36,2.6999999999999997,0.09643650760992532,33.026666666666664,10
Badin,2011,81.98,30.42,2.7,2434.100091934204,91.0,9.3,26.8,23.466667,16.2,WHEAT,2717.2000694274902,2596.6333916982016,119.0,109.66666666666667,5.7000003,11.2333341,27.7,27.266666666666666,25.016668,24.333333999999997,3.0,2.66,2.81,37.44,2.8233333333333337,0.17039170558842417,35.64666666666667,11
Badin,2012,105.18,34.16,3.08,2432.000093460083,91.0,0.8,26.400002,23.383333,16.2,WHEAT,2434.100091934204,2600.900054295858,91.0,109.66666666666667,9.3,6.133333433333334,26.8,27.333333333333332,23.466667,24.38333366666667,2.7,3.0,2.66,30.42,2.7866666666666666,0.18583146486354857,34.74,12
Badin,2013,112.3,36.46,3.08,2478.100082397461,91.0,28.8,26.7,23.699999,16.2,WHEAT,2432.000093460083,2527.7667516072593,91.0,100.33333333333333,0.8,5.266666766666667,26.400002,26.966667333333334,23.383333,23.955556,3.08,2.7,3.0,34.16,2.9266666666666663,0.20033305601755275,34.00666666666667,13
Badin,2014,113.43,36.85,3.08,2373.2000789642334,91.0,12.8,26.300001,23.116667,16.199999,WHEAT,2478.100082397461,2448.0667559305825,91.0,91.0,28.8,12.966666666666669,26.7,26.633334,23.699999,23.516666333333333,3.08,3.08,2.7,36.46,2.953333333333333,0.21939310229205441,33.68,14
Badin,2015,117.15,40.75,2.88,2561.3000717163086,119.0,11.4,27.2,24.183334,16.2,WHEAT,2373.2000789642334,2427.7667516072593,91.0,91.0,12.8,14.133333333333335,26.300001,26.466667666666666,23.116667,23.39999966666667,3.08,3.08,3.08,36.85,3.08,0.0,35.82333333333333,15
Badin,2016,108.53,37.52,2.89,2616.600103378296,120.0,9.400001,27.300001,24.400002,16.199999,WHEAT,2561.3000717163086,2470.8667443593345,119.0,100.33333333333333,11.4,17.666666666666668,27.2,26.733333666666667,24.183334,23.666666666666668,2.88,3.08,3.08,40.75,3.0133333333333336,0.11547005383791814,38.02,16
Badin,2017,60.4,30.09,2.01,2595.200128555298,119.0,4.7,27.300001,24.35,16.2,WHEAT,2616.600103378296,2517.033418019613,120.0,110.0,9.400001,11.200000333333334,27.300001,26.933334000000002,24.400002,23.900001000000003,2.89,2.88,3.08,37.52,2.9500000000000006,0.11269427669584016,38.373333333333335,17
Badin,2018,69.72,19.8,3.52,2599.4000930786133,119.0,2.2,27.300001,24.383333,16.2,WHEAT,2595.200128555298,2591.0334345499673,119.0,119.33333333333333,4.7,8.500000333333334,27.300001,27.266667333333334,24.35,24.311111999999998,2.01,2.89,2.88,30.09,2.5933333333333333,0.5052062285179519,36.12,18
Badin,2019,82.07,26.6,3.09,2469.400161743164,91.0,5.9,26.8,23.650002,16.199999,WHEAT,2599.4000930786133,2603.733441670736,119.0,119.33333333333333,2.2,5.433333666666667,27.300001,27.300001,24.383333,24.377778333333335,3.52,2.01,2.89,19.8,2.8066666666666666,0.7584413842435898,29.136666666666667,19
Badin,2020,110.24,40.51,2.72,2443.7000942230225,120.0,9.8,26.6,23.466667,16.2,WHEAT,2469.400161743164,2554.666794459025,91.0,109.66666666666667,5.9,4.266666666666667,26.8,27.133334,23.650002,24.127778333333335,3.09,3.52,2.01,26.6,2.873333333333333,0.7779674371934421,25.49666666666667,20
Badin,2021,52.46,35.46,1.48,2577.2001247406006,119.0,4.3,27.7,24.266668,16.199999,WHEAT,2443.7000942230225,2504.166783014933,120.0,110.0,9.8,5.966666666666668,26.6,26.900000333333335,23.466667,23.833333999999997,2.72,3.09,3.52,40.51,3.11,0.4003748243833495,28.97,21
