DISTRICT,YEAR,PRODUCTION,AREA,YIELD,GDD,HEAT_STRESS_DAYS,PRECIP,PET,TMEAN,DTR,CROP,GDD_lag1,GDD_roll3_mean,HEAT_STRESS_DAYS_lag1,HEAT_STRESS_DAYS_roll3_mean,PRECIP_lag1,PRECIP_roll3_mean,PET_lag1,PET_roll3_mean,TMEAN_lag1,TMEAN_roll3_mean,YIELD_lag1,YIELD_lag2,YIELD_lag3,AREA_lag1,YIELD_roll3_mean,YIELD_roll3_std,AREA_roll3_mean,YEAR_INDEX
Hyderabad,2003,17.64,8.17,2.16,6331.39999961853,162.60002326965332,304.30002,49.800003,30.9375,12.4875,RICE,6432.799978256226,6421.466776529948,170.3749942779541,174.1083469390869,37.9,85.39999999999999,50.100002,50.100000666666666,31.35,31.304167000000003,2.07,1.24,1.14,9.76,1.4833333333333332,0.5105226080530942,9.47,3
Hyderabad,2004,34.54,17.0,2.03,6428.4001388549805,170.92504119873047,47.5,50.5,31.337502,12.487501,RICE,6331.39999961853,6379.733379999797,162.60002326965332,168.74167442321777,304.30002,152.90000666666666,49.800003,49.86666833333334,30.9375,31.13333366666667,2.16,2.07,1.24,8.17,1.8233333333333335,0.5071817557181385,8.066666666666668,4
Hyderabad,2005,34.25,15.8,2.17,6380.200185775757,175.57499980926514,100.700005,49.9,31.1375,12.4875,RICE,6428.4001388549805,6397.533372243245,170.92504119873047,167.9666862487793,47.5,129.90000666666666,50.5,50.133334999999995,31.337502,31.208334000000004,2.03,2.16,2.07,17.0,2.0866666666666664,0.06658328118479558,11.643333333333333,5
Hyderabad,2006,2.89,1.72,1.69,6369.800256729126,171.15001106262207,277.0,49.600002,31.087502,12.4875,RICE,6380.200185775757,6380.000108083089,175.57499980926514,169.70002142588297,100.700005,150.83334166666668,49.9,50.06666766666666,31.1375,31.137500666666664,2.17,2.03,2.16,15.8,2.1199999999999997,0.07810249675906805,13.656666666666666,6
Hyderabad,2007,2.92,1.49,1.96,6468.200174331665,179.40002918243408,219.00002,50.4,31.5,12.487501,RICE,6369.800256729126,6392.800193786621,171.15001106262207,172.55001735687256,277.0,141.733335,49.600002,50.000000666666665,31.087502,31.18750133333333,1.69,2.17,2.03,1.72,1.963333333333333,0.24684678108764854,11.506666666666668,7
Hyderabad,2008,4.35,1.47,2.95,6344.300048828125,173.32500553131104,140.7,49.600002,30.987501,12.487499,RICE,6468.200174331665,6406.06687227885,179.40002918243408,175.37501335144043,219.00002,198.90000833333337,50.4,49.96666733333333,31.5,31.24166733333333,1.96,1.69,2.17,1.49,1.9400000000000002,0.24062418831031962,6.336666666666667,8
Hyderabad,2009,4.97,1.67,2.98,6466.9000453948975,187.14999961853027,215.1,50.5,31.4875,12.4875,RICE,6344.300048828125,6394.100159962972,173.32500553131104,174.62501525878906,140.7,212.23334,49.600002,49.866668000000004,30.987501,31.19166766666667,2.95,1.96,1.69,1.47,2.1999999999999997,0.6634003316248799,1.5599999999999998,9
Hyderabad,2010,6.44,0.4,16.24,6518.40012550354,180.35001754760745,357.4,50.9,31.7,12.487501,RICE,6466.9000453948975,6426.4667561848955,187.14999961853027,179.95834477742514,215.1,191.60000666666667,50.5,50.16666733333333,31.4875,31.325000333333335,2.98,2.95,1.96,1.67,2.6300000000000003,0.5804308744372587,1.5433333333333332,10
Hyderabad,2011,2.5,1.2,2.08,6380.600130081177,169.5000352859497,114.5,49.600002,31.1375,12.4875,RICE,6518.40012550354,6443.2000732421875,180.35001754760745,180.27500756581625,357.4,237.73333333333335,50.9,50.333334,31.7,31.391667,16.24,2.98,2.95,0.4,7.39,7.664339501874899,1.18,11
Hyderabad,2012,3.31,1.01,3.28,6359.900163650513,172.67504692077637,145.90001,49.9,31.050001,12.487501,RICE,6380.600130081177,6455.300100326538,169.5000352859497,179.00001748402914,114.5,229.0,49.600002,50.333334,31.1375,31.441666666666666,2.08,16.24,2.98,1.2,7.099999999999999,7.928253275469949,1.09,12
Hyderabad,2013,3.55,1.09,3.26,6350.600187301636,174.7500410079956,186.0,49.5,31.0125,12.487501,RICE,6359.900163650513,6419.63347307841,172.67504692077637,174.1750332514445,145.90001,205.9333366666667,49.9,50.133334,31.050001,31.295833666666667,3.28,2.08,16.24,1.01,7.199999999999999,7.851827812681579,0.87,13
Hyderabad,2014,3.57,1.07,3.33,6453.800174713135,184.22501754760745,72.0,50.5,31.4375,12.487501,RICE,6350.600187301636,6363.700160344441,174.7500410079956,172.30837440490723,186.0,148.80000333333336,49.5,49.66666733333333,31.0125,31.066667,3.26,3.28,2.08,1.09,2.873333333333333,0.6871195917257289,1.0999999999999999,14
Hyderabad,2015,3.8,1.12,3.39,6435.800163269043,180.1999883651733,150.9,50.4,31.362501,12.4875,RICE,6453.800174713135,6388.100175221761,184.22501754760745,177.2167018254598,72.0,134.63333666666668,50.5,49.96666666666667,31.4375,31.166667,3.33,3.26,3.28,1.07,3.2899999999999996,0.03605551275461624,1.0566666666666666,15
Hyderabad,2016,3.99,1.04,3.83,6444.600198745728,174.05002307891846,111.4,50.5,31.400002,12.4875,RICE,6435.800163269043,6413.4001750946045,180.1999883651733,179.7250156402588,150.9,136.30000000000004,50.4,50.133333333333326,31.362501,31.270833666666665,3.39,3.33,3.26,1.12,3.3266666666666667,0.06506407098646365,1.0933333333333335,16
Hyderabad,2017,3.87,1.04,3.71,6451.200048446655,180.20001792907715,141.1,50.5,31.425,12.4875,RICE,6444.600198745728,6444.733512242635,174.05002307891846,179.4916763305664,111.4,111.43333333333335,50.5,50.46666666666666,31.400002,31.400001000000003,3.83,3.39,3.33,1.04,3.516666666666667,0.27300793639257326,1.0766666666666667,17
Hyderabad,2018,4.14,1.04,3.99,6514.700117111206,175.72502899169922,43.2,50.7,31.6875,12.487501,RICE,6451.200048446655,6443.866803487142,180.20001792907715,178.1500097910563,141.1,134.4666666666667,50.5,50.46666666666666,31.425,31.395834333333337,3.71,3.83,3.39,1.04,3.643333333333333,0.22744962812308847,1.0666666666666667,18
Hyderabad,2019,3.67,0.99,3.69,6517.300184249878,193.2250232696533,247.3,51.0,31.7,12.487501,RICE,6514.700117111206,6470.166788101196,175.72502899169922,176.65835666656494,43.2,98.56666666666668,50.7,50.56666666666666,31.6875,31.50416733333333,3.99,3.71,3.83,1.04,3.8433333333333337,0.1404753833713621,1.04,19
Hyderabad,2020,2.36,0.67,3.51,6522.300140380859,204.0000057220459,441.6,51.3,31.7125,12.4875,RICE,6517.300184249878,6494.40011660258,193.2250232696533,183.0500233968099,247.3,143.86666666666667,51.0,50.73333333333333,31.7,31.604166666666668,3.69,3.99,3.71,0.99,3.796666666666667,0.1677299416721153,1.0233333333333334,20
Hyderabad,2021,3.72,0.93,4.0,6472.200012207031,190.9250001907349,136.70001,50.7,31.5125,12.4875,RICE,6522.300140380859,6518.100147247314,204.0000057220459,190.9833526611328,441.6,244.03333333333333,51.3,51.0,31.7125,31.7,3.51,3.69,3.99,0.67,3.73,0.24248711305963855,0.9,21
Hyderabad,2022,3.36,0.91,3.67,6464.700162887573,168.57501792907715,443.1,50.800003,31.487501,12.487501,RICE,6472.200012207031,6503.93344561259,190.9250001907349,196.05000972747803,136.70001,275.20000333333337,50.7,51.0,31.5125,31.641666666666666,4.0,3.51,3.69,0.93,3.733333333333333,0.24785748593361318,0.8633333333333333,22
Hyderabad,2023,3.94,0.95,4.14,6395.600070953369,186.2500410079956,204.6,49.8,31.2,12.487501,RICE,6464.700162887573,6486.400105158488,168.57501792907715,187.8333412806193,443.1,340.46667,50.800003,50.933334333333335,31.487501,31.57083366666667,3.67,4.0,3.51,0.91,3.7266666666666666,0.2498666310921313,0.8366666666666666,23
Hyderabad,2024,14.26,11.49,1.24,6600.500152587891,192.40003490448,302.5,51.1,32.037502,12.487501,RICE,6395.600070953369,6444.166748682658,186.2500410079956,181.91668637593588,204.6,261.46667,49.8,50.433334333333335,31.2,31.400000333333335,4.14,3.67,4.0,0.95,3.936666666666666,0.24131583730317302,0.93,24
Hyderabad,2003,412.86,36.49,11.31,5594.700035095215,0.0,310.3,61.600002,28.70909,13.154545,SUGARCANE,5705.300037384033,5699.533493041992,0.0,0.0,41.5,87.36667,62.0,62.0,29.027271,29.00303033333333,98.73,109.77,15.42,12.29,74.64,51.58223240612992,15.229999999999999,3
Hyderabad,2004,2359.2,57.04,41.36,5825.500173568726,0.0,50.9,62.7,29.363636,13.154547,SUGARCANE,5594.700035095215,5662.833426157634,0.0,0.0,310.3,156.29999999999998,61.600002,61.76666733333334,28.70909,28.906060333333333,11.31,98.73,109.77,36.49,73.27,53.94211341799651,19.893333333333334,4
Hyderabad,2005,3318.4,52.71,62.96,5589.400234222412,0.0,113.2,61.500004,28.681818,13.154545,SUGARCANE,5825.500173568726,5708.500082015991,0.0,0.0,50.9,134.23333333333332,62.7,62.100000666666666,29.363636,29.033332333333334,41.36,11.31,98.73,57.04,50.46666666666667,44.41579261178767,35.27333333333333,5
Hyderabad,2006,205.12,3.39,60.58,5686.300222396851,0.0,294.4,61.5,28.990908,13.154547,SUGARCANE,5589.400234222412,5669.866814295451,0.0,0.0,113.2,158.13333333333335,61.500004,61.93333533333333,28.681818,28.918181333333333,62.96,41.36,11.31,52.71,38.54333333333333,25.939946671751894,48.74666666666667,6
Hyderabad,2007,348.95,5.85,59.66,5722.900182723999,0.0,268.5,62.1,29.1,13.154547,SUGARCANE,5686.300222396851,5700.400210062663,0.0,0.0,294.4,152.83333333333334,61.5,61.900001333333336,28.990908,29.012120666666664,60.58,62.96,41.36,3.39,54.96666666666667,11.843653715527667,37.71333333333333,7
Hyderabad,2008,311.2,5.79,53.72,5643.700105667114,0.0,143.7,61.5,28.80909,13.154545,SUGARCANE,5722.900182723999,5666.200213114421,0.0,0.0,268.5,225.36666666666667,62.1,61.70000133333334,29.1,28.924242000000003,59.66,60.58,62.96,5.85,61.06666666666666,1.7029777841570322,20.650000000000002,8
Hyderabad,2009,349.72,5.96,58.64,5841.0001010894775,0.0,218.90001,62.7,29.445454,13.154545,SUGARCANE,5643.700105667114,5684.300170262654,0.0,0.0,143.7,235.5333333333333,61.5,61.70000000000001,28.80909,28.966666000000004,53.72,59.66,60.58,5.79,57.98666666666666,3.7235646003973577,5.010000000000001,9
Hyderabad,2010,353.89,6.05,58.46,5852.100193023682,0.0,363.0,63.0,29.472729,13.154547,SUGARCANE,5841.0001010894775,5735.86679649353,0.0,0.0,218.90001,210.36667,62.7,62.1,29.445454,29.118181333333336,58.64,53.72,59.66,5.96,57.34,3.1762241734485603,5.866666666666667,10
Hyderabad,2011,345.62,5.28,65.46,5675.500221252441,0.0,118.9,61.500004,28.945457,13.154547,SUGARCANE,5852.100193023682,5778.933466593425,0.0,0.0,363.0,241.86667,63.0,62.4,29.472729,29.242424333333332,58.46,58.64,53.72,6.05,56.94,2.790053762922677,5.933333333333334,11
Hyderabad,2012,436.12,6.69,65.19,5587.600187301636,0.0,148.40001,61.500004,28.645454,13.154547,SUGARCANE,5675.500221252441,5789.533505121867,0.0,0.0,118.9,233.60000333333335,61.500004,62.400001333333336,28.945457,29.28788,65.46,58.46,58.64,5.28,60.85333333333333,3.9905053982337155,5.763333333333333,12
Hyderabad,2013,419.45,6.6,63.52,5621.300245285034,0.0,199.2,61.300003,28.781818,13.154547,SUGARCANE,5587.600187301636,5705.066867192586,0.0,0.0,148.40001,210.10000333333335,61.500004,62.00000266666666,28.645454,29.021213333333336,65.19,65.46,58.46,6.69,63.03666666666666,3.9658080303177194,6.006666666666667,13
Hyderabad,2014,341.71,6.42,53.26,5661.500164031982,0.0,76.600006,62.2,28.9,13.154547,SUGARCANE,5621.300245285034,5628.133551279704,0.0,0.0,199.2,155.50000333333332,61.300003,61.433336999999995,28.781818,28.790909666666668,63.52,65.19,65.46,6.6,64.72333333333333,1.0508250726607953,6.19,14
Hyderabad,2015,372.79,6.45,57.79,5700.100208282471,0.0,156.1,62.2,29.027275,13.154547,SUGARCANE,5661.500164031982,5623.466865539551,0.0,0.0,76.600006,141.40000533333333,62.2,61.666669000000006,28.9,28.77575733333333,53.26,63.52,65.19,6.42,60.656666666666666,6.459894219980115,6.57,15
Hyderabad,2016,359.81,6.33,56.87,5816.100198745728,0.0,124.100006,62.8,29.336365,13.154545,SUGARCANE,5700.100208282471,5660.966872533162,0.0,0.0,156.1,143.96666866666666,62.2,61.900001,29.027275,28.903031,57.79,53.26,63.52,6.45,58.19,5.141682603973054,6.489999999999999,16
Hyderabad,2017,369.26,6.37,57.99,5764.800104141235,0.0,145.40001,62.5,29.218182,13.154545,SUGARCANE,5816.100198745728,5725.900190353394,0.0,0.0,124.100006,118.93333733333333,62.8,62.4,29.336365,29.08788,56.87,57.79,53.26,6.33,55.97333333333333,2.394417117657733,6.400000000000001,17
Hyderabad,2018,345.48,6.26,55.21,5870.500162124634,0.0,44.3,63.0,29.536364,13.154547,SUGARCANE,5764.800104141235,5760.3335037231445,0.0,0.0,145.40001,141.866672,62.5,62.5,29.218182,29.193940666666666,57.99,56.87,57.79,6.37,57.550000000000004,0.5973273809219527,6.383333333333333,18
Hyderabad,2019,261.73,5.44,48.12,5691.200216293335,0.0,262.5,62.5,28.990908,13.154547,SUGARCANE,5870.500162124634,5817.133488337199,0.0,0.0,44.3,104.60000533333334,63.0,62.76666666666666,29.536364,29.363637,55.21,57.99,56.87,6.26,56.69,1.3987136947921306,6.32,19
Hyderabad,2020,301.54,5.01,60.22,5791.500164031982,0.0,448.70004,63.100002,29.263636,13.154545,SUGARCANE,5691.200216293335,5775.500160853068,0.0,0.0,262.5,150.73333666666667,62.5,62.666666666666664,28.990908,29.248484666666666,48.12,55.21,57.99,5.44,53.77333333333333,5.089423673986313,6.023333333333333,20
Hyderabad,2021,255.43,4.0,63.85,5838.9000453948975,0.0,154.6,63.0,29.445454,13.154545,SUGARCANE,5791.500164031982,5784.40018081665,0.0,0.0,448.70004,251.83334666666667,63.100002,62.86666733333334,29.263636,29.263636,60.22,48.12,55.21,5.01,54.51666666666666,6.079723129660786,5.57,21
Hyderabad,2022,191.01,4.01,47.64,5853.900152206421,0.0,443.9,63.100002,29.48182,13.154547,SUGARCANE,5838.9000453948975,5773.866808573405,0.0,0.0,154.6,288.6000133333334,63.0,62.86666733333334,29.445454,29.23333266666667,63.85,60.22,48.12,4.0,57.39666666666667,8.236299735520339,4.816666666666667,22
Hyderabad,2023,276.5,4.06,68.04,5763.200048446655,0.0,210.1,62.0,29.218182,13.154547,SUGARCANE,5853.900152206421,5828.100120544434,0.0,0.0,443.9,349.0666800000001,63.100002,63.066668,29.48182,29.39697,47.64,63.85,60.22,4.01,57.23666666666666,8.506834507226081,4.34,23
Hyderabad,2024,2405.96,8.3,289.77,5873.200244903564,0.0,320.40002,62.9,29.509092,13.154547,SUGARCANE,5763.200048446655,5818.666748682658,0.0,0.0,210.1,269.53333333333336,62.0,62.70000066666666,29.218182,29.381818666666664,68.04,47.64,63.85,4.06,59.843333333333334,10.774044427852173,4.023333333333333,24
Hyderabad,2003,99.48,38.24,2.6,2571.1000938415527,91.0,14.3,25.400002,24.216667,14.983334,WHEAT,2589.300094604492,2558.433395385742,91.0,91.0,1.7,4.233333333333333,25.5,25.3,24.300001,24.11666633333333,1.06,2.23,0.85,50.87,1.3800000000000001,0.7435724578008521,56.11666666666667,3
Hyderabad,2004,254.59,87.76,2.9,2623.4000701904297,91.0,3.7,25.5,24.433334,14.983334,WHEAT,2571.1000938415527,2563.1667442321777,91.0,91.0,14.3,7.3,25.400002,25.333334000000004,24.216667,24.166666666666668,2.6,1.06,2.23,38.24,1.9633333333333336,0.8038863933002803,48.15,4
Hyderabad,2005,239.53,85.59,2.8,2487.000047683716,91.0,16.0,24.900002,23.733332,14.983334,WHEAT,2623.4000701904297,2594.600086212158,91.0,91.0,3.7,6.566666666666666,25.5,25.466667333333334,24.433334,24.31666733333333,2.9,2.6,1.06,87.76,2.186666666666667,0.9871845487715721,58.95666666666667,5
Hyderabad,2006,36.82,11.82,3.12,2502.4000244140625,119.0,44.0,25.0,23.866667,14.983334,WHEAT,2487.000047683716,2560.5000705718994,91.0,91.0,16.0,11.333333333333334,24.900002,25.266668,23.733332,24.127777666666663,2.8,2.9,2.6,85.59,2.766666666666666,0.15275252316519083,70.53,6
Hyderabad,2007,62.43,13.09,4.77,2589.4001121521,119.0,44.4,25.2,24.333334,14.983334,WHEAT,2502.4000244140625,2537.600047429403,119.0,100.33333333333333,44.0,21.233333333333334,25.0,25.133334,23.866667,24.011111,3.12,2.8,2.9,11.82,2.94,0.16370705543744496,61.723333333333336,7
Hyderabad,2008,55.69,14.25,3.91,2479.300033569336,91.0,43.1,24.900002,23.633333,14.983335,WHEAT,2589.4001121521,2526.2667280832925,119.0,109.66666666666667,44.4,34.800000000000004,25.2,25.033333999999996,24.333334,23.977777666666668,4.77,3.12,2.8,13.09,3.563333333333333,1.0571817882149364,36.833333333333336,8
Hyderabad,2009,57.17,14.91,3.83,2688.400020599365,119.0,6.6,25.7,24.866667,14.983334,WHEAT,2479.300033569336,2523.7000567118325,91.0,109.66666666666667,43.1,43.833333333333336,24.900002,25.033333999999996,23.633333,23.94444466666667,3.91,4.77,3.12,14.25,3.9333333333333336,0.8252474376411777,13.053333333333333,9
Hyderabad,2010,63.34,16.38,3.87,2705.8001956939697,91.0,9.1,25.800001,24.950003,14.983334,WHEAT,2688.400020599365,2585.700055440267,119.0,109.66666666666667,6.6,31.366666666666664,25.7,25.26666733333333,24.866667,24.277778,3.83,3.91,4.77,14.91,4.17,0.5211525688318113,14.083333333333334,10
Hyderabad,2011,57.19,14.76,3.87,2461.500078201294,91.0,10.6,24.900002,23.616667,14.983334,WHEAT,2705.8001956939697,2624.500083287557,91.0,100.33333333333333,9.1,19.599999999999998,25.800001,25.466667666666666,24.950003,24.48333433333333,3.87,3.83,3.91,16.38,3.8699999999999997,0.039999999999960324,15.18,11
Hyderabad,2012,55.33,15.08,3.67,2487.4000701904297,91.0,1.1,24.900002,23.683334,14.983334,WHEAT,2461.500078201294,2618.566764831543,91.0,100.33333333333333,10.6,8.766666666666666,24.900002,25.466667666666666,23.616667,24.477778999999998,3.87,3.87,3.83,14.76,3.856666666666667,0.02309401076751701,15.35,12
Hyderabad,2013,54.98,15.04,3.66,2514.900045394897,91.0,51.000004,24.900002,23.9,14.983334,WHEAT,2487.4000701904297,2551.566781361898,91.0,91.0,1.1,6.933333333333333,24.900002,25.200001666666665,23.683334,24.083334666666662,3.67,3.87,3.87,15.08,3.8033333333333332,0.11547005383791248,15.406666666666666,13
Hyderabad,2014,50.05,14.43,3.47,2420.800037384033,91.0,21.500002,24.7,23.383333,14.983334,WHEAT,2514.900045394897,2487.9333979288735,91.0,91.0,51.000004,20.900001333333332,24.900002,24.900002,23.9,23.733333666666667,3.66,3.67,3.87,15.04,3.733333333333333,0.11846237095943442,14.959999999999999,14
Hyderabad,2015,53.54,15.47,3.46,2531.2000675201416,119.0,18.0,25.1,24.016668,14.983335,WHEAT,2420.800037384033,2474.3667176564536,91.0,91.0,21.500002,24.53333533333333,24.7,24.83333466666667,23.383333,23.655555666666668,3.47,3.66,3.67,14.43,3.6,0.11269427669583663,14.85,15
Hyderabad,2016,47.44,15.09,3.14,2628.500093460083,91.0,14.400001,25.7,24.466667,14.983334,WHEAT,2531.2000675201416,2488.9667167663574,119.0,100.33333333333333,18.0,30.166668666666666,25.1,24.90000066666667,24.016668,23.766666999999998,3.46,3.47,3.66,15.47,3.53,0.11269427669583806,14.979999999999999,16
Hyderabad,2017,47.12,13.32,3.54,2627.300079345703,119.0,8.400001,25.5,24.533335,14.983334,WHEAT,2628.500093460083,2526.8333994547525,91.0,100.33333333333333,14.400001,17.966667666666666,25.7,25.166666666666668,24.466667,23.955556,3.14,3.46,3.47,15.09,3.356666666666667,0.18770544300401154,14.996666666666668,17
Hyderabad,2018,63.93,15.37,4.16,2672.900020599365,119.0,5.4,25.9,24.783333,14.983334,WHEAT,2627.300079345703,2595.666746775309,119.0,109.66666666666667,8.400001,13.600000666666668,25.5,25.433333333333334,24.533335,24.338890000000003,3.54,3.14,3.46,13.32,3.3800000000000003,0.2116601048851643,14.626666666666667,18
Hyderabad,2019,62.5,15.38,4.06,2508.400194168091,91.0,16.2,25.1,23.866669,14.983334,WHEAT,2672.900020599365,2642.9000644683833,119.0,109.66666666666667,5.4,9.400000666666665,25.9,25.7,24.783333,24.594445000000004,4.16,3.54,3.14,15.37,3.6133333333333333,0.513939036592212,14.593333333333334,19
Hyderabad,2020,65.06,16.26,4.0,2473.9000339508057,91.0,13.900001,24.9,23.633333,14.983334,WHEAT,2508.400194168091,2602.8667647043862,91.0,109.66666666666667,16.2,10.000000333333334,25.1,25.5,23.866669,24.39444566666667,4.06,4.16,3.54,15.38,3.92,0.33286633954185907,14.69,20
Hyderabad,2021,61.09,16.41,3.72,2601.100103378296,119.0,11.1,25.8,24.400002,14.983334,WHEAT,2473.9000339508057,2551.7334162394204,91.0,100.33333333333333,13.900001,11.833333666666666,24.9,25.299999999999997,23.633333,24.094444999999997,4.0,4.06,4.16,16.26,4.073333333333333,0.0808290376865206,15.67,21
Hyderabad,2022,63.45,15.23,4.17,2661.300035476685,91.0,25.900002,25.8,24.716667,14.983334,WHEAT,2601.100103378296,2527.800110499064,119.0,100.33333333333333,11.1,13.733333666666667,25.8,25.26666666666667,24.400002,23.966668,3.72,4.0,4.06,16.41,3.9266666666666663,0.1814754345175394,16.016666666666666,22
Hyderabad,2023,57.91,15.3,3.79,2574.1000595092773,119.0,10.3,25.300001,24.25,14.983334,WHEAT,2661.300035476685,2578.766724268595,91.0,100.33333333333333,25.900002,16.966667666666666,25.8,25.5,24.716667,24.250000666666665,4.17,3.72,4.0,15.23,3.9633333333333334,0.2272296928953819,15.966666666666667,23
Hyderabad,2024,148.75,48.63,3.06,2594.900079727173,91.0,40.5,25.300001,24.283333,14.983335,WHEAT,2574.1000595092773,2612.166732788086,119.0,109.66666666666667,10.3,15.76666733333333,25.300001,25.63333366666667,24.25,24.455556333333334,3.79,4.17,3.72,15.3,3.893333333333333,0.2421432083155131,15.646666666666667,24
Jacobabad,2003,114.41,39.55,2.89,6527.800163269043,196.9999942779541,193.5,47.9,31.737501,14.2,RICE,6782.900079727173,6725.800173441569,204.7250232696533,205.48334503173828,18.6,36.20000066666667,48.9,48.733334333333325,32.775,32.54166733333333,2.89,5.76,3.29,63.81,3.98,1.5544452386623338,77.04666666666667,3
Jacobabad,2004,347.09,113.7,3.05,6679.900163650513,189.97501182556152,15.099999,48.7,32.3625,14.200001,RICE,6527.800163269043,6653.133503595988,196.9999942779541,202.6583391825358,193.5,87.16666666666667,47.9,48.366667666666665,31.737501,32.245834333333335,2.89,2.89,5.76,39.55,3.8466666666666662,1.656995272574226,57.21,4
Jacobabad,2005,364.54,115.22,3.16,6528.200046539307,198.5749998092652,30.1,47.9,31.737501,14.200001,RICE,6679.900163650513,6663.533468882243,189.97501182556152,197.23334312438965,15.099999,75.733333,48.7,48.5,32.3625,32.291667,3.05,2.89,2.89,113.7,2.9433333333333334,0.0923760430703584,72.35333333333334,5
Jacobabad,2006,222.17,63.53,3.5,6648.700199127197,192.1250171661377,97.1,48.300003,32.2125,14.200001,RICE,6528.200046539307,6578.633457819621,198.5749998092652,195.18333530426025,30.1,79.56666633333333,47.9,48.166666666666664,31.737501,31.945834,3.16,3.05,2.89,115.22,3.033333333333333,0.13576941236278683,89.49000000000001,6
Jacobabad,2007,228.44,65.56,3.48,6710.200166702271,193.85001182556152,78.7,48.7,32.4875,14.200001,RICE,6648.700199127197,6618.933469772339,192.1250171661377,193.55834293365479,97.1,47.433333000000005,48.300003,48.300001,32.2125,32.104167,3.5,3.16,3.05,63.53,3.236666666666667,0.23459184413217735,97.48333333333333,7
Jacobabad,2008,294.89,70.47,4.18,6621.300218582153,211.6750059127808,76.3,48.2,32.112503,14.200001,RICE,6710.200166702271,6629.033470789592,193.85001182556152,194.85000960032144,78.7,68.63333333333334,48.7,48.300001,32.4875,32.14583366666667,3.48,3.5,3.16,65.56,3.3800000000000003,0.19078784028339413,81.43666666666667,8
Jacobabad,2009,292.29,72.83,4.01,6747.300115585327,203.15001773834229,35.0,49.100002,32.625,14.200001,RICE,6621.300218582153,6660.06686147054,211.6750059127808,199.21667830149332,76.3,84.03333333333335,48.2,48.400001,32.112503,32.27083433333333,4.18,3.48,3.5,70.47,3.72,0.3984971769034262,66.52,9
Jacobabad,2010,12.5,5.41,2.31,6794.800304412842,209.3750114440918,142.5,49.100002,32.825,14.200001,RICE,6747.300115585327,6692.933500289917,203.15001773834229,202.89167849222818,35.0,63.333333333333336,49.100002,48.66666733333333,32.625,32.40833433333333,4.01,4.18,3.48,72.83,3.89,0.3651027252705736,69.62,10
Jacobabad,2011,306.96,78.52,3.91,6721.300081253052,200.15003490448,101.8,48.600002,32.525,14.200002,RICE,6794.800304412842,6721.13354619344,209.3750114440918,208.06667836507162,142.5,84.60000000000001,49.100002,48.80000133333334,32.825,32.52083433333333,2.31,4.01,4.18,5.41,3.5,1.0340696301506977,49.57,11
Jacobabad,2012,63.7,16.91,3.77,6636.700164794922,195.5000171661377,23.8,48.5,32.175,14.200001,RICE,6721.300081253052,6754.466833750407,200.15003490448,204.2250213623047,101.8,93.10000000000001,48.600002,48.93333533333333,32.525,32.65833333333333,3.91,2.31,4.01,78.52,3.41,0.9539392014169464,52.25333333333333,12
Jacobabad,2013,309.27,73.53,4.21,6785.900033950806,214.0,59.3,49.100002,32.7875,14.2,RICE,6636.700164794922,6717.6001834869385,195.5000171661377,201.67502117156982,23.8,89.36666666666667,48.5,48.73333466666667,32.175,32.50833333333333,3.77,3.91,2.31,16.91,3.33,0.88611511667503,33.61333333333333,13
Jacobabad,2014,288.37,72.97,3.95,6766.900197982788,209.35001182556152,23.2,49.300003,32.7125,14.200001,RICE,6785.900033950806,6714.63342666626,214.0,203.21668402353922,59.3,61.633333333333326,49.100002,48.73333466666667,32.7875,32.49583333333333,4.21,3.77,3.91,73.53,3.9633333333333334,0.2247962040011648,56.31999999999999,14
Jacobabad,2015,301.37,80.03,3.77,6736.500080108643,208.57499408721924,81.6,48.9,32.5875,14.2,RICE,6766.900197982788,6729.833465576172,209.35001182556152,206.28334299723306,23.2,35.43333333333333,49.300003,48.96666833333334,32.7125,32.55833333333333,3.95,4.21,3.77,72.97,3.9766666666666666,0.2212088003071606,54.47,15
Jacobabad,2016,290.27,80.07,3.63,6859.100198745728,211.6750059127808,42.100002,49.4,33.0875,14.200001,RICE,6736.500080108643,6763.100104014079,208.57499408721924,210.6416686375936,81.6,54.699999999999996,48.9,49.100001666666664,32.5875,32.69583333333333,3.77,3.95,4.21,80.03,3.9766666666666666,0.2212088003071606,75.51,16
Jacobabad,2017,380.7,112.66,3.38,6849.800046920776,214.0,39.5,49.600002,33.05,14.2,RICE,6859.100198745728,6787.50015894572,211.6750059127808,209.8666706085205,42.100002,48.96666733333333,49.4,49.20000099999999,33.0875,32.795833333333334,3.63,3.77,3.95,80.07,3.783333333333333,0.1604161255402142,77.69,17
Jacobabad,2018,362.71,104.32,3.48,6836.300115585327,203.9250059127808,15.2,49.2,33.0,14.200001,RICE,6849.800046920776,6815.133441925049,214.0,211.41666666666666,39.5,54.400000666666664,49.600002,49.30000066666667,33.05,32.90833333333333,3.38,3.63,3.77,112.66,3.5933333333333333,0.19756855350316807,90.92,18
Jacobabad,2019,374.84,114.01,3.29,6759.900058746338,204.69999408721924,63.300003,49.100002,32.6875,14.200001,RICE,6836.300115585327,6848.400120417277,203.9250059127808,209.86667060852054,15.2,32.26666733333334,49.2,49.400000666666664,33.0,33.04583333333333,3.48,3.38,3.63,104.32,3.4966666666666666,0.12583057392118346,99.01666666666665,19
